price,duration,emirate,number,character,timestamp,value_of_X,number_of_X,value_of_Y,number_of_Y,pattern,number_of_zeros,number_of_digits,isYear,isPalindrome,isMemeNumber,containsMemeNumber,isCarModel,containsSeries,isFullSeries,random
16900,1 week ago,dubai,5209,j,07:00.1,2,1,5,1,__0_,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.938213273
99000,,dubai,2112,W,07:00.1,1,2,2,2,YXXY,0,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.131806832
170000,,dubai,55556,Y,07:00.0,5,4,6,1,XXXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.321912624
4990,4 months ago,dubai,41951,b,07:00.0,1,2,4,1,_X__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.296595916
9500,1 day ago,dubai,56965,v,07:00.0,5,2,6,2,XY_YX,0,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.747720594
94000,,dubai,27000,K,07:00.1,2,1,7,1,__000,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.827074322
29900,4 months ago,dubai,1336,u,07:00.0,3,2,1,1,_XX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.879568413
16000,4 days ago,dubai,30311,c,07:00.0,1,2,3,2,Y0YXX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.26729706
5500,4 months ago,dubai,34564,q,07:00.0,4,2,3,1,_X__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.384415973
3900,1 month ago,dubai,87757,s,07:00.0,7,3,5,1,_XX_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.598983525
5500,1 month ago,dubai,18148,m,07:00.0,1,2,8,2,XYX_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.011508069
2300,1 month ago,dubai,94732,b,07:00.0,2,1,3,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.315219571
2500,2 weeks ago,dubai,29741,b,07:00.0,1,1,2,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.606046383
23000,8 months ago,dubai,3454,v,07:00.0,4,2,3,1,_X_X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.576580931
32000,4 days ago,dubai,2206,t,07:00.0,2,2,6,1,XX0_,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.214643736
25000,,dubai,6698,M,07:00.1,6,2,8,1,XX__,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.416112175
80000,,dubai,93939,V,07:00.0,9,3,3,2,XYXYX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.918443079
6500,5 days ago,dubai,89711,m,07:00.0,1,2,7,1,___XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.66497834
139000,1 week ago,dubai,6696,g,07:00.0,6,3,9,1,XX_X,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.720506712
3500,4 hours ago,dubai,23031,v,07:00.0,3,2,1,1,_X0X_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.872528085
89000,1 month ago,dubai,3020,r,07:00.0,2,1,3,1,_0_0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.500762231
8500,8 months ago,dubai,82345,c,07:00.0,2,1,3,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.881891476
850000,2 weeks ago,dubai,303,p,07:00.0,3,2,,0,X0X,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.634845089
4000,1 week ago,dubai,53770,c,07:00.0,7,2,3,1,__XX0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.40366685
500000,,dubai,60000,L,07:00.1,6,1,,0,_0000,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.699418096
7500,4 hours ago,dubai,25824,a,07:00.0,2,2,4,1,X__X_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.063566358
15000,,dubai,5385,A,07:00.0,5,2,3,1,X__X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.468880267
6700,1 day ago,dubai,56004,x,07:00.0,4,1,5,1,__00_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.817350176
18900,7 months ago,dubai,12811,a,07:00.0,1,3,2,1,X__XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.629385224
35000,,dubai,6406,D,07:00.0,6,2,4,1,X_0X,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.748256512
14000,2 months ago,dubai,75016,h,07:00.0,1,1,5,1,__0__,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.504950873
5500,5 months ago,dubai,46554,h,07:00.0,4,2,5,2,X_YYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.18266261
30000,1 week ago,dubai,3390,t,07:00.0,3,2,9,1,XX_0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.831182777
14500,,dubai,14341,Z,07:00.1,1,2,4,2,XY_YX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.740687477
7900,,dubai,41997,DD,07:00.0,9,2,1,1,__XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.599320504
24000,1 day ago,dubai,32033,b,07:00.0,3,3,2,1,X_0XX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.505208234
5500,10 months ago,dubai,77868,t,07:00.0,7,2,8,2,XXY_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.435824118
14500,,dubai,50090,BB,07:00.0,5,1,9,1,_00_0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.914725493
4900,2 weeks ago,dubai,33436,x,07:00.0,3,3,4,1,XX_X_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.770311558
16900,,dubai,4711,I,07:00.1,1,2,4,1,__XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.743394612
31000,4 days ago,dubai,1676,l,07:00.0,6,2,1,1,_X_X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.887060978
26000,2 weeks ago,dubai,20040,j,07:00.0,2,1,4,1,_00_0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.331935726
7000,1 month ago,dubai,32102,x,07:00.0,2,2,1,1,_X_0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.666662652
50000,,dubai,77787,H,07:00.1,7,4,8,1,XXX_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.711827903
6500,1 month ago,dubai,75070,cc,07:00.0,7,2,5,1,X_0X0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.967623413
4900,2 weeks ago,dubai,73833,x,07:00.0,3,3,7,1,_X_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.430605724
24900,21 hours ago,dubai,57770,r,07:00.0,7,3,5,1,_XXX0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.704072663
7400,,dubai,13005,P,07:00.0,1,1,3,1,__00_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.244586082
62000,,dubai,12111,O,07:00.1,1,4,2,1,X_XXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.917574851
40000,,dubai,2116,V,07:00.0,1,2,2,1,_XX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.506278077
3500,1 day ago,dubai,75527,d,07:00.0,5,2,7,2,YXX_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.782147716
469000,1 month ago,dubai,612,j,07:00.0,1,1,2,1,___,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.803633089
69000,2 months ago,dubai,9774,a,07:00.0,7,2,4,1,_XX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909099366
100000,,dubai,77747,K,07:00.1,7,4,4,1,XXX_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.924308391
25000,9 months ago,dubai,2674,s,07:00.0,2,1,4,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.286704886
12500,,dubai,50650,T,07:00.0,5,2,6,1,X0_X0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.748440156
45000,4 months ago,dubai,35666,a,07:00.0,6,3,3,1,__XXX,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.534071563
8900,1 day ago,dubai,42023,aa,07:00.0,2,2,3,1,_X0X_,1,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.627058949
4000,6 months ago,dubai,94120,aa,07:00.0,1,1,2,1,____0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.476599067
5500,,dubai,11621,AA,07:00.0,1,3,2,1,XX__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.740913286
33500,6 days ago,dubai,1098,p,07:00.0,1,1,8,1,_0__,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75731334
5500,2 weeks ago,dubai,57552,z,07:00.0,5,3,2,1,X_XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.916547939
25500,3 weeks ago,dubai,12225,j,07:00.0,2,3,1,1,_XXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.075506467
799000,1 month ago,dubai,103,w,07:00.0,1,1,3,1,_0_,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.222494331
12000,1 hour ago,dubai,88225,i,07:00.0,2,2,8,2,YYXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.315694664
9500,,dubai,58185,F,07:00.0,5,2,8,2,XY_YX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.535120925
13900,,dubai,91112,Z,07:00.1,1,3,2,1,_XXX_,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.81521581
20000,3 weeks ago,dubai,9136,h,07:00.0,1,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.062208691
12900,,dubai,66609,U,07:00.1,6,3,9,1,XXX0_,1,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.373688267
5900,2 weeks ago,dubai,46411,u,07:00.0,1,2,4,2,Y_YXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.645126452
3500,11 months ago,dubai,61644,g,07:00.0,4,2,6,2,Y_YXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.396156588
2900,6 months ago,dubai,25922,t,07:00.0,2,3,5,1,X__XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.091661359
23500,23 minutes ago,dubai,7366,j,44:00.0,6,2,3,1,__XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.343170185
52000,3 months ago,dubai,7169,a,07:00.0,1,1,6,1,____,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.793946809
25900,2 weeks ago,dubai,2982,i,07:00.0,2,2,8,1,X__X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.656908897
5000,1 week ago,dubai,23498,h,07:00.0,2,1,3,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.385594913
22000,2 months ago,dubai,9680,t,07:00.0,6,1,8,1,___0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.741971721
39000,1 week ago,dubai,3380,k,07:00.0,3,2,8,1,XX_0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.365687268
3900,1 week ago,dubai,70510,c,07:00.0,1,1,5,1,_0__0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.321881576
3500,,dubai,43244,CC,07:00.1,4,3,2,1,X__XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.292048484
6500,2 weeks ago,dubai,49943,s,07:00.0,4,2,9,2,XYYX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.964518734
290000,2 months ago,dubai,2323,b,07:00.0,2,2,3,2,XYXY,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.351595073
14900,8 months ago,dubai,1587,i,07:00.0,1,1,5,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.223320623
4000,2 months ago,dubai,23309,u,07:00.0,3,2,2,1,_XX0_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.149170286
14000,2 months ago,dubai,66009,u,07:00.0,6,2,9,1,XX00_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.252013413
6500,2 weeks ago,dubai,93443,s,07:00.0,3,2,4,2,_XYYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.22939085
6500,19 hours ago,dubai,47397,a,07:00.0,7,2,3,1,_X__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.634845598
14900,,dubai,5305,B,07:00.1,5,2,3,1,X_0X,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.189168881
55000,,dubai,99090,S,07:00.0,9,3,,0,XX0X0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.558634406
30000,4 days ago,dubai,3421,f,07:00.0,1,1,2,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.392829168
4900,2 weeks ago,dubai,45255,x,07:00.0,5,3,2,1,_X_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.560916958
36000,,dubai,5453,Q,07:00.1,5,2,3,1,X_X_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.998558318
285000,,dubai,90009,D,07:00.1,9,2,,0,X000X,3,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.387769175
15000,6 hours ago,dubai,10911,s,07:00.0,1,3,9,1,X0_XX,1,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.987144226
25000,,dubai,79779,K,07:00.0,7,3,9,2,XYXXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.543717313
16500,2 days ago,dubai,2539,i,07:00.0,2,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.231920832
11000,1 month ago,dubai,13636,e,07:00.0,3,2,6,2,_XYXY,0,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.450004561
25900,1 week ago,dubai,8670,k,07:00.0,6,1,7,1,___0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.593258472
11900,,dubai,74567,Z,07:00.0,7,2,4,1,X___X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.113909175
3000,6 months ago,dubai,64116,q,07:00.0,1,2,6,2,Y_XXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.743219264
20000,4 months ago,dubai,22566,k,07:00.0,2,2,6,2,XX_YY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.625893042
8000,,dubai,99665,C,07:00.1,6,2,9,2,YYXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.615209363
8000,,dubai,79966,C,07:00.1,6,2,9,2,_YYXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.894866882
7999,,dubai,85559,Q,07:00.1,5,3,8,1,_XXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.551311722
14900,,dubai,4845,X,07:00.1,4,2,5,1,X_X_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.621665579
8000,,dubai,86699,C,07:00.1,6,2,9,2,_XXYY,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.371873042
6500,2 weeks ago,dubai,56653,s,07:00.0,5,2,6,2,XYYX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.937389048
17900,6 days ago,dubai,90200,v,07:00.0,2,1,9,1,_0_00,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.639896673
269000,8 months ago,dubai,99990,z,07:00.0,9,4,,0,XXXX0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.767249762
52000,,dubai,5008,C,07:00.1,5,1,8,1,_00_,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.006574953
20500,1 day ago,dubai,70706,u,07:00.0,7,2,6,1,X0X0_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.111422175
18900,1 month ago,dubai,81112,u,07:00.0,1,3,2,1,_XXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.995972167
8000,7 months ago,dubai,46005,x,07:00.0,4,1,5,1,__00_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.126853871
9999,4 months ago,dubai,97860,f,07:00.0,6,1,7,1,____0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.675569935
12000,1 month ago,dubai,19951,r,07:00.0,1,2,9,2,XYY_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.528056045
3500,3 months ago,dubai,97967,m,07:00.0,7,2,9,2,YXY_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.698703754
15000,,dubai,10610,T,07:00.0,1,2,6,1,X0_X0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.196891702
23900,3 weeks ago,dubai,3743,j,07:00.0,3,2,4,1,X__X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.281400634
18000,4 days ago,dubai,7250,l,07:00.0,2,1,5,1,___0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.800549263
18000,2 days ago,dubai,3294,f,07:00.0,2,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.048292641
10900,3 months ago,dubai,20707,p,07:00.0,7,2,2,1,_0X0X,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.903694295
81000,,dubai,8808,T,07:00.1,8,3,,0,XX0X,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.286240995
4900,2 weeks ago,dubai,33959,p,07:00.0,3,2,9,2,XXY_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.762813458
650000,,dubai,203,CC,07:00.0,2,1,3,1,_0_,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.963165063
10900,,dubai,30021,AA,07:00.0,1,1,2,1,_00__,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.892572969
27900,,dubai,3390,S,07:00.0,3,2,9,1,XX_0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.831529805
6000,3 days ago,dubai,29211,u,07:00.0,1,2,2,2,Y_YXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.480402023
15500,,dubai,8876,U,07:00.1,8,2,6,1,XX__,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.537749965
4900,2 weeks ago,dubai,55787,t,07:00.0,5,2,7,2,XXY_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.061623956
4900,2 weeks ago,dubai,43733,x,07:00.0,3,3,4,1,_X_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.275574513
24000,9 months ago,dubai,4533,n,07:00.0,3,2,4,1,__XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.080117819
27500,1 month ago,dubai,95599,i,07:00.0,9,3,5,2,XYYXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.918241983
89900,,dubai,9799,BB,07:00.0,9,3,7,1,X_XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.253534365
20000,3 months ago,dubai,6173,h,07:00.0,1,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.923947339
29000,1 day ago,dubai,9120,t,07:00.0,1,1,2,1,___0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.942492055
17000,5 days ago,dubai,8934,q,07:00.0,3,1,4,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.44977311
3900,,dubai,46465,J,07:00.1,4,2,6,2,XYXY_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.548704438
899000,2 months ago,dubai,303,y,07:00.0,3,2,,0,X0X,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.43526565
22500,6 months ago,dubai,94777,c,07:00.0,7,3,4,1,__XXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.130498259
8500,2 weeks ago,dubai,34342,u,07:00.0,3,2,4,2,XYXY_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.543965683
15900,4 hours ago,dubai,22286,h,07:00.0,2,3,6,1,XXX__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.065237667
15000,1 month ago,dubai,43221,u,07:00.0,2,2,1,1,__XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.472396532
5900,2 weeks ago,dubai,35344,u,07:00.0,3,2,4,2,X_XYY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.543199292
5500,2 weeks ago,dubai,60446,x,07:00.0,4,2,6,2,Y0XXY,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.359264545
5800,1 month ago,dubai,10024,o,07:00.0,1,1,2,1,_00__,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.010820428
3800,3 months ago,dubai,28802,t,07:00.0,2,2,8,2,XYY0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.443700587
66900,,dubai,1171,N,07:00.1,1,3,7,1,XX_X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.992665028
13900,,dubai,4954,Y,07:00.1,4,2,5,1,X__X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.882253337
125000,6 months ago,dubai,3133,b,07:00.0,3,3,1,1,X_XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.763217884
6900,8 months ago,dubai,58811,o,07:00.0,1,2,8,2,_YYXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.691626209
3900,1 week ago,dubai,66967,n,07:00.0,6,3,7,1,XX_X_,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.426733844
5900,2 weeks ago,dubai,75766,p,07:00.0,6,2,7,2,Y_YXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.930409256
17500,1 day ago,dubai,9362,l,07:00.0,2,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.801281507
3500,4 months ago,dubai,59519,s,07:00.0,5,2,9,2,XYX_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.701555312
4500,4 months ago,dubai,77327,y,07:00.0,7,3,2,1,XX__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.09783752
18500,,dubai,34340,D,07:00.0,3,2,4,2,XYXY0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.613756719
68500,10 hours ago,dubai,6010,s,07:00.0,1,1,6,1,_0_0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.261486638
5900,2 weeks ago,dubai,33473,e,07:00.0,3,3,4,1,XX__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.597059128
14900,,dubai,8058,G,07:00.1,8,2,5,1,X0_X,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.399628483
4900,2 weeks ago,dubai,73633,x,07:00.0,3,3,6,1,_X_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.127983296
95000,1 month ago,dubai,61616,e,07:00.0,6,3,1,2,XYXYX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.31492196
10900,2 months ago,dubai,90303,r,07:00.0,3,2,9,1,_0X0X,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.369558575
29000,6 months ago,dubai,5054,e,07:00.0,5,2,4,1,X0X_,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.092422975
8700,,dubai,40033,A,07:00.1,3,2,4,1,_00XX,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.169555519
7500,,dubai,76655,AA,07:00.1,5,2,6,2,_YYXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.121583464
7500,3 months ago,dubai,82727,o,07:00.0,2,2,7,2,_XYXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.364601968
145000,1 month ago,dubai,44404,i,07:00.0,4,4,,0,XXX0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.155196536
38000,7 months ago,dubai,12237,a,07:00.0,2,2,1,1,_XX__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.683880366
2500,2 months ago,dubai,24550,z,07:00.0,5,2,2,1,__XX0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4078264
79000,6 days ago,dubai,88228,a,07:00.0,8,3,2,2,XXYYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.053467072
9000,2 months ago,dubai,11533,p,07:00.0,1,2,3,2,XX_YY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.428546766
